iter	Logloss
308	0.653456721
309	0.6533640483
310	0.6532715615
311	0.6531798747
312	0.6530880237
313	0.6529983468
314	0.6529064191
315	0.6528151483
316	0.6527255196
317	0.6526362885
318	0.6525455307
319	0.6524555106
320	0.6523669092
321	0.6522769784
322	0.652187157
323	0.6520970464
324	0.6520075255
325	0.6519190328
326	0.6518307278
327	0.6517419038
328	0.6516534989
329	0.6515656586
330	0.6514776546
331	0.6513898483
332	0.651302215
333	0.6512148227
334	0.6511270339
335	0.6510405223
336	0.6509546144
337	0.6508673887
338	0.650780916
339	0.6506944421
340	0.6506086507
341	0.6505242527
342	0.6504385426
343	0.6503528881
344	0.6502677088
345	0.6501832559
346	0.6500978189
347	0.6500133704
348	0.6499287788
349	0.6498437104
350	0.6497600541
351	0.6496756077
352	0.6495922939
353	0.6495071514
354	0.6494234401
355	0.649340042
356	0.6492577148
357	0.6491746636
358	0.6490924578
359	0.6490088779
360	0.6489265948
361	0.6488442903
362	0.6487617893
363	0.648680096
364	0.6485979467
365	0.6485181895
366	0.6484362254
367	0.6483548162
368	0.6482736267
369	0.6481924236
370	0.6481111888
371	0.6480297472
372	0.6479503654
373	0.6478711415
374	0.6477907018
375	0.6477097309
376	0.6476295888
377	0.6475508316
378	0.6474705298
379	0.6473908881
380	0.6473111928
381	0.6472317025
382	0.647152027
383	0.6470731767
384	0.6469956517
385	0.6469175285
386	0.6468387622
387	0.6467607384
388	0.6466822256
389	0.646604606
390	0.6465267282
391	0.6464495051
392	0.6463731358
393	0.6462970024
394	0.6462211621
395	0.6461434385
396	0.6460678122
397	0.645990362
398	0.6459149565
399	0.645837418
400	0.6457612308
401	0.6456842591
402	0.6456079192
403	0.6455315871
404	0.6454552869
405	0.6453791609
406	0.6453045664
407	0.6452296327
408	0.6451552957
409	0.6450799882
410	0.6450046865
411	0.6449306637
412	0.6448555813
413	0.644781566
414	0.6447072674
415	0.6446332801
416	0.6445600242
417	0.6444863133
418	0.6444128754
419	0.6443400202
420	0.6442669368
421	0.6441946059
422	0.6441220269
423	0.6440494265
424	0.6439780746
425	0.6439059968
426	0.6438333172
427	0.6437612861
428	0.6436906519
429	0.6436199532
430	0.6435486542
431	0.6434771025
432	0.6434063777
433	0.6433360743
434	0.6432649801
435	0.6431934056
436	0.6431231971
437	0.6430533516
438	0.6429829928
439	0.6429127315
440	0.6428426234
441	0.6427733794
442	0.6427032776
443	0.6426345095
444	0.6425649334
445	0.642494892
446	0.6424263385
447	0.6423567397
448	0.6422873136
449	0.6422191896
450	0.6421503344
451	0.6420816686
452	0.6420132841
453	0.6419450761
454	0.641876519
455	0.6418089235
456	0.6417406665
457	0.6416733695
458	0.6416068682
459	0.6415399292
460	0.6414732243
461	0.6414063323
462	0.6413390415
463	0.6412724757
464	0.6412058645
465	0.6411392189
466	0.6410721142
467	0.6410061124
468	0.6409401706
469	0.6408745141
470	0.6408081396
471	0.6407420385
472	0.6406763785
473	0.6406102495
474	0.6405444765
475	0.6404792949
476	0.6404144168
477	0.6403497422
478	0.6402860038
479	0.6402210903
480	0.6401555832
481	0.640090522
482	0.6400268198
483	0.6399625428
484	0.6398982282
485	0.6398354543
486	0.6397707547
487	0.6397074904
488	0.6396437278
489	0.6395806564
490	0.639517165
491	0.6394538747
492	0.639390346
493	0.6393269191
494	0.6392638562
495	0.6392010754
496	0.6391377602
497	0.6390754796
498	0.6390134749
499	0.6389518056
500	0.6388894843
501	0.6388289162
502	0.6387679029
503	0.6387078996
504	0.6386458212
505	0.6385843131
506	0.6385228338
507	0.6384615629
508	0.6384006806
509	0.6383395734
510	0.6382787789
511	0.6382181362
512	0.6381574364
513	0.638097372
514	0.6380360776
515	0.6379762527
516	0.6379155547
517	0.6378548411
518	0.6377943749
519	0.6377361678
520	0.6376775154
521	0.6376184387
522	0.6375596922
523	0.6375006115
524	0.6374417318
525	0.6373822048
526	0.637323158
527	0.6372642094
528	0.6372054607
529	0.6371467369
530	0.6370884523
531	0.6370300626
532	0.6369722904
533	0.6369142088
534	0.6368561137
535	0.6367983511
536	0.6367407481
537	0.6366832584
538	0.6366264726
539	0.6365699889
540	0.6365131928
541	0.6364557056
542	0.6363982167
543	0.6363408247
544	0.6362840416
545	0.6362270807
546	0.6361721244
547	0.6361151732
548	0.6360585851
549	0.6360023377
550	0.6359463006
551	0.6358901978
552	0.6358343167
553	0.6357785071
554	0.6357226497
555	0.6356676297
556	0.6356121916
557	0.6355574687
558	0.635502369
559	0.6354464589
560	0.6353920702
561	0.6353379574
562	0.6352834621
563	0.6352285448
564	0.6351751297
565	0.6351216166
566	0.635068165
567	0.6350140694
568	0.6349591258
569	0.6349051664
570	0.6348517686
571	0.6347973843
572	0.6347436392
573	0.6346892884
574	0.6346370589
575	0.6345835235
576	0.6345301287
577	0.6344772635
578	0.6344239176
579	0.6343712447
580	0.6343186
581	0.6342662215
582	0.6342141606
583	0.6341617716
584	0.63410919
585	0.6340564998
586	0.6340049936
587	0.6339523836
588	0.6339010443
589	0.6338492197
590	0.633797183
591	0.6337457929
592	0.6336936921
593	0.6336424643
594	0.6335909919
595	0.6335395011
596	0.6334879705
597	0.6334367883
598	0.6333853158
599	0.6333343053
600	0.6332836668
601	0.633232585
602	0.6331818451
603	0.6331320466
604	0.633081241
605	0.6330310804
606	0.6329798244
607	0.6329297783
608	0.6328803717
609	0.6328300187
610	0.6327795928
611	0.6327311183
612	0.632682462
613	0.6326332362
614	0.6325834882
615	0.632534722
616	0.632486267
617	0.632437865
618	0.6323886384
619	0.6323390668
620	0.6322904483
621	0.6322427429
622	0.6321940172
623	0.6321463345
624	0.632098396
625	0.6320510955
626	0.6320038637
627	0.6319557165
628	0.6319085109
629	0.6318604329
630	0.6318132524
631	0.6317654878
632	0.631718353
633	0.6316706539
634	0.6316232782
635	0.6315765346
636	0.631529563
637	0.6314830579
638	0.6314365424
639	0.6313895648
640	0.6313431973
641	0.6312967316
642	0.6312502511
643	0.6312034856
644	0.6311565275
645	0.6311101948
646	0.6310640728
647	0.6310179202
648	0.6309731821
649	0.6309279028
650	0.6308815085
651	0.6308361791
652	0.6307900146
653	0.6307436642
654	0.6306978889
655	0.6306524637
656	0.6306067315
657	0.6305621591
658	0.6305172632
659	0.6304724919
660	0.6304268904
661	0.6303816337
662	0.6303367672
663	0.630291789
664	0.6302468814
665	0.630202648
666	0.6301583532
667	0.6301139183
668	0.6300704082
669	0.6300254563
670	0.6299812269
671	0.6299369845
672	0.6298928564
673	0.6298490838
674	0.6298051565
675	0.6297607491
676	0.6297168692
677	0.6296742988
678	0.6296310514
679	0.629587651
680	0.6295443024
681	0.6295010405
682	0.6294584385
683	0.6294153829
684	0.6293725709
685	0.6293303248
686	0.6292877266
687	0.6292458261
688	0.6292031437
689	0.6291601465
690	0.6291181042
691	0.6290763901
692	0.6290338486
693	0.628992206
694	0.6289494665
695	0.6289080088
696	0.6288658112
697	0.6288235511
698	0.6287820375
699	0.6287407916
700	0.6286992029
701	0.6286572486
702	0.6286159276
703	0.6285743202
704	0.6285330007
705	0.6284920928
706	0.6284514009
707	0.6284103533
708	0.6283694975
709	0.6283287034
710	0.628287744
711	0.6282469217
712	0.6282066866
713	0.6281663974
714	0.6281260323
715	0.628085263
716	0.6280441214
717	0.6280037003
718	0.6279628559
719	0.6279235088
720	0.6278835104
721	0.6278434612
722	0.627803771
723	0.6277640974
724	0.6277248942
725	0.627685945
726	0.6276469062
727	0.6276082369
728	0.6275688238
729	0.6275311942
730	0.627493102
731	0.6274537181
732	0.6274143969
733	0.6273751716
734	0.6273357157
735	0.6272965196
736	0.6272579461
737	0.6272183781
738	0.6271799486
739	0.6271419904
740	0.6271037946
741	0.6270658883
742	0.6270277397
743	0.6269896622
744	0.626951997
745	0.6269143192
746	0.6268765734
747	0.6268384803
748	0.6268009275
749	0.6267626181
750	0.6267254036
751	0.6266873154
752	0.6266495656
753	0.6266120656
754	0.6265746856
755	0.626537204
756	0.6264995626
757	0.6264627291
758	0.6264258749
759	0.6263883951
760	0.6263519597
761	0.626315206
762	0.6262782241
763	0.6262409263
764	0.6262042561
765	0.6261678889
766	0.626131449
767	0.6260947515
768	0.6260587476
769	0.6260224671
770	0.6259871432
771	0.6259513391
772	0.6259150834
773	0.625879528
774	0.6258434003
775	0.6258075082
776	0.6257728803
777	0.6257367757
778	0.625701591
779	0.6256656162
780	0.6256296668
781	0.6255940288
782	0.6255584593
783	0.6255232528
784	0.6254879251
785	0.6254528686
786	0.6254171294
787	0.6253819518
788	0.6253471064
789	0.6253119237
790	0.6252776891
791	0.6252429318
792	0.6252088459
793	0.6251737204
794	0.6251393041
795	0.6251046167
796	0.6250698652
797	0.6250354378
798	0.6250011886
799	0.6249673105
800	0.6249328871
801	0.6248992883
802	0.6248662293
803	0.6248325065
804	0.6247986276
805	0.6247643399
806	0.624730727
807	0.62469748
808	0.6246640583
809	0.6246308134
810	0.6245974232
811	0.6245638388
812	0.6245298602
813	0.6244966023
814	0.6244630127
815	0.6244292277
816	0.6243956427
817	0.6243622065
818	0.6243298018
819	0.6242974541
820	0.6242650852
821	0.624232354
822	0.6241995041
823	0.6241675364
824	0.6241346039
825	0.6241018005
826	0.6240690077
827	0.6240364419
828	0.6240036469
829	0.6239717702
830	0.6239392224
831	0.6239069302
832	0.6238746846
833	0.6238430055
834	0.623810469
835	0.623778264
836	0.6237459509
837	0.6237149437
838	0.6236827908
839	0.6236507525
840	0.6236190602
841	0.6235871829
842	0.623555898
843	0.623524207
844	0.6234932679
845	0.6234622518
846	0.6234317679
847	0.6234007171
848	0.6233693756
849	0.623338534
850	0.6233069574
851	0.6232759681
852	0.6232451169
853	0.6232138845
854	0.6231829855
855	0.6231523997
856	0.6231216068
857	0.6230912103
858	0.6230601813
859	0.623030018
860	0.6229993829
861	0.6229686598
862	0.6229377859
863	0.6229074924
864	0.6228771748
865	0.6228468423
866	0.6228158518
867	0.622786078
868	0.6227560734
869	0.6227264091
870	0.6226962275
871	0.622665983
872	0.6226361857
873	0.6226072538
874	0.6225772493
875	0.6225475078
876	0.6225177553
877	0.6224883549
878	0.6224584553
879	0.6224287342
880	0.6224000551
881	0.6223708559
882	0.6223421077
883	0.6223140871
884	0.6222851842
885	0.6222566552
886	0.6222277438
887	0.6221990737
888	0.6221700933
889	0.6221414903
890	0.6221126872
891	0.6220837946
892	0.622055344
893	0.6220266434
894	0.6219979902
895	0.6219691041
896	0.6219402116
897	0.6219121214
898	0.621883455
899	0.6218558551
900	0.6218282071
901	0.6218001551
902	0.621771921
903	0.6217442914
904	0.6217163437
905	0.6216882249
906	0.6216604652
907	0.6216323605
908	0.6216044124
909	0.6215768462
910	0.6215493172
911	0.6215213704
912	0.6214940198
913	0.6214665622
914	0.6214387979
915	0.6214114742
916	0.6213841735
917	0.6213577615
918	0.6213302678
919	0.6213031203
920	0.6212757724
921	0.6212486827
922	0.6212213891
923	0.6211945459
924	0.6211678343
925	0.6211405891
926	0.6211133816
927	0.6210865925
928	0.6210602173
929	0.6210332756
930	0.6210069716
931	0.6209802517
932	0.6209534178
933	0.6209270479
934	0.6209005723
935	0.6208748525
936	0.6208490258
937	0.6208223194
938	0.6207957734
939	0.6207698119
940	0.6207438821
941	0.6207176331
942	0.6206914912
943	0.6206655466
944	0.6206393744
945	0.6206129636
946	0.6205884029
947	0.6205622476
948	0.6205360162
949	0.620509992
950	0.6204841245
951	0.6204585395
952	0.6204326988
953	0.6204071007
954	0.6203818717
955	0.6203563376
956	0.6203306299
957	0.6203050957
958	0.6202799005
959	0.6202548979
960	0.6202295675
961	0.6202041135
962	0.6201790888
963	0.6201536863
964	0.6201282231
965	0.620103192
966	0.6200781397
967	0.6200530586
968	0.620027529
969	0.6200023867
970	0.6199773696
971	0.619952601
972	0.6199276584
973	0.6199023302
974	0.6198776534
975	0.6198529828
976	0.6198279949
977	0.6198036006
978	0.6197788741
979	0.6197550317
980	0.6197308569
981	0.6197068752
982	0.6196820806
983	0.6196582821
984	0.6196337385
985	0.6196097195
986	0.6195858664
987	0.619561337
988	0.6195375504
989	0.6195134505
990	0.6194891245
991	0.6194654889
992	0.6194416401
993	0.6194173599
994	0.6193931326
995	0.6193694261
996	0.6193455761
997	0.6193217162
998	0.6192978602
999	0.6192742611
